278.192	0
278.278	0
278.364	0
278.45	0
278.536	0
278.622	0
278.708	0
278.794	0
278.88	0
278.966	0
279.052	0
279.138	0
279.224	0
279.31	0
279.396	0
279.482	0
279.568	0
279.654	0
279.74	0
279.826	0
279.912	0
279.997	0
280.083	0
280.169	0
280.255	0
280.341	0
280.427	0
280.512	0
280.598	0
280.684	0
280.77	0
280.856	0
280.941	0
281.027	0
281.113	0
281.199	0
281.284	0
281.37	0
281.456	0
281.541	0
281.627	0
281.713	0
281.798	0
281.884	0
281.97	0
282.055	0
282.141	0
282.226	0
282.312	0
282.397	0
282.483	0
282.569	0
282.654	0
282.74	0
282.825	0
282.911	0
282.996	0
283.082	0
283.167	0
283.253	0
283.338	0
283.424	0
283.509	0
283.594	0
283.68	0
283.765	0
283.851	0
283.936	0
284.021	0
284.107	0
284.192	0
284.277	0
284.363	0
284.448	0
284.533	0
284.619	0
284.704	0
284.789	0
284.874	0
284.96	0
285.045	0
285.13	0
285.215	0
285.301	0
285.386	0
285.471	0
285.556	0
285.641	0
285.726	0
285.812	0
285.897	0
285.982	0
286.067	0
286.152	0
286.237	0
286.322	0
286.407	0
286.492	0
286.577	0
286.662	0
286.747	0
286.832	0
286.917	0
287.002	0
287.087	0
287.172	0
287.257	0
287.342	0
287.427	0
287.512	0
287.597	0
287.682	0
287.767	0
287.852	0
287.937	0
288.021	0
288.106	0
288.191	0
288.276	0
288.361	0
288.446	0
288.53	0
288.615	0
288.7	0
288.785	0
288.869	0
288.954	0
289.039	0
289.124	0
289.208	0
289.293	0
289.378	0
289.462	0
289.547	0
289.632	0
289.716	0
289.801	0
289.886	0
289.97	0
290.055	0
290.139	0
290.224	0
290.308	0
290.393	0
290.478	0
290.562	0
290.647	0
290.731	0
290.816	0
290.9	0
290.984	0
291.069	0
291.153	0
291.238	0
291.322	0
291.407	0
291.491	0
291.575	0
291.66	0
291.744	0
291.829	0
291.913	0
291.997	0
292.082	0
292.166	0
292.25	0
292.335	0
292.419	0
292.503	0
292.587	0
292.672	0
292.756	0
292.84	0
292.924	0
293.008	0
293.093	0
293.177	0
293.261	0
293.345	0
293.429	0
293.513	0
293.598	0
293.682	0
293.766	0
293.85	0
293.934	0
294.018	0
294.102	0
294.186	0
294.27	0
294.354	0
294.438	0
294.522	0
294.606	0
294.69	0
294.774	0
294.858	0
294.942	0
295.026	0
295.11	0
295.194	0
295.278	0
295.361	0
295.445	0
295.529	0
295.613	0
295.697	0
295.781	0
295.865	0
295.948	0
296.032	0
296.116	0
296.2	0
296.283	0
296.367	0
296.451	0
296.535	9.69059e-19
296.618	1.42639e-18
296.702	1.92783e-18
296.786	2.41203e-18
296.869	2.83083e-18
