<scaninformation>
	date=30.06.2012
	starttime=10:57:17
	compass=75.0
	tilt=0.0
	lat=4.876155
	long=-75.353401
	alt=4491.643
	volcano=nevado_del_ruiz
	site=alfombrales
	observatory=ingeominas
	serial=D2J2201
	spectrometer=S2000
	channel=0
	coneangle=60.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	flux=2.88
	battery=12.22
	temperature=7.50
	mode=plume
	instrumenttype=gothenburg
	version=2.2
	softwareversion=1.82
	compiledate=Feb 19 2009
</scaninformation>
<fluxinfo>
	flux=2.8768
	windspeed=10.0000
	winddirection=0.0000
	plumeheight=1000.00
	windspeedsource=user
	winddirectionsource=user
	plumeheightsource=user
	compasssource=user
	plumecompleteness=0.58
	plumecentre=-45.96
	plumeedge1=-68.00
	plumeedge2=3.00
</fluxinfo>
#scanangle	starttime	stoptime	name	specsaturation	fitsaturation	counts_ms	delta	chisquare	exposuretime	numspec	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	isgoodpoint	offset	flag
<spectraldata>
0	10:57:17	10:57:33	sky	0.26	0.16	8.31	0.00e+000	0.00e+000	1000	15	0.0	0.0	0.0	0.0	0.0	0.0	1	7740	0
180	10:58:16	10:58:32	dark	0.15	0.13	1.22	0.00e+000	0.00e+000	1000	15	0.0	0.0	0.0	0.0	0.0	0.0	1	7726	0
-90	10:58:53	10:59:09	scan	0.19	0.14	4.07	6.88e-001	7.59e-001	1000	15	-132.02	102.31	2.00	0.00	1.00	0.00	0	7722	0
-86	10:59:10	10:59:25	scan	0.19	0.14	4.00	4.50e-001	6.78e-001	1000	15	-127.40	96.73	2.00	0.00	1.00	0.00	0	7721	0
-82	10:59:26	10:59:41	scan	0.20	0.14	4.52	6.15e-001	7.80e-001	1000	15	172.66	103.71	2.00	0.00	1.00	0.00	0	7720	0
-79	10:59:42	10:59:58	scan	0.22	0.14	5.54	5.94e-001	5.87e-001	1000	15	306.06	90.01	2.00	0.00	1.00	0.00	0	7716	0
-75	10:59:59	11:00:14	scan	0.23	0.15	6.15	3.70e-001	3.84e-001	1000	15	77.02	72.80	2.00	0.00	1.00	0.00	0	7712	0
-72	11:00:15	11:00:31	scan	0.24	0.15	6.83	3.73e-001	3.23e-001	1000	15	159.81	66.73	2.00	0.00	1.00	0.00	0	7708	0
-68	11:00:31	11:00:47	scan	0.24	0.15	7.33	4.28e-001	3.76e-001	1000	15	255.31	72.04	2.00	0.00	1.00	0.00	1	7709	0
-64	11:00:48	11:01:03	scan	0.26	0.15	8.11	4.23e-001	2.83e-001	1000	15	191.27	62.47	2.00	0.00	1.00	0.00	1	7708	0
