<scaninformation>
	date=30.06.2012
	starttime=14:01:46
	compass=75.0
	tilt=0.0
	lat=4.876155
	long=-75.353401
	alt=4491.643
	volcano=nevado_del_ruiz
	site=alfombrales
	observatory=ingeominas
	serial=D2J2201
	spectrometer=S2000
	channel=0
	coneangle=60.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	flux=0.83
	battery=13.93
	temperature=19.80
	mode=plume
	instrumenttype=gothenburg
	version=2.2
	softwareversion=1.82
	compiledate=Feb 19 2009
</scaninformation>
<fluxinfo>
	flux=0.8303
	windspeed=10.0000
	winddirection=0.0000
	plumeheight=1000.00
	windspeedsource=user
	winddirectionsource=user
	plumeheightsource=user
	compasssource=user
	plumecompleteness=-999.00
	plumecentre=-999.00
	plumeedge1=-999.00
	plumeedge2=-999.00
</fluxinfo>
#scanangle	starttime	stoptime	name	specsaturation	fitsaturation	counts_ms	delta	chisquare	exposuretime	numspec	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	isgoodpoint	offset	flag
<spectraldata>
0	14:01:46	14:01:48	sky	0.74	0.30	438.25	0.00e+000	0.00e+000	89	15	0.0	0.0	0.0	0.0	0.0	0.0	1	6679	0
180	14:02:30	14:02:32	dark	0.11	0.11	3.32	0.00e+000	0.00e+000	89	15	0.0	0.0	0.0	0.0	0.0	0.0	1	6670	0
-90	14:02:54	14:02:56	scan	0.21	0.14	67.78	6.54e-002	2.39e-002	89	15	20.17	18.18	2.00	0.00	1.00	0.00	1	6666	0
-86	14:02:57	14:02:59	scan	0.26	0.15	103.94	4.11e-002	1.11e-002	89	15	20.21	12.39	2.00	0.00	1.00	0.00	1	6666	0
-82	14:03:00	14:03:02	scan	0.28	0.16	116.61	4.71e-002	1.14e-002	89	15	24.17	12.57	2.00	0.00	1.00	0.00	1	6666	0
-79	14:03:03	14:03:05	scan	0.31	0.17	137.95	3.82e-002	9.51e-003	89	15	17.10	11.45	2.00	0.00	1.00	0.00	1	6665	0
-75	14:03:06	14:03:08	scan	0.33	0.18	156.08	3.50e-002	8.54e-003	89	15	24.91	10.85	2.00	0.00	1.00	0.00	1	6666	0
-72	14:03:09	14:03:11	scan	0.37	0.19	177.60	3.73e-002	6.79e-003	89	15	31.53	9.68	2.00	0.00	1.00	0.00	1	6665	0
-68	14:03:12	14:03:14	scan	0.39	0.19	192.93	2.85e-002	5.85e-003	89	15	43.46	8.98	2.00	0.00	1.00	0.00	1	6664	0
-64	14:03:15	14:03:17	scan	0.41	0.20	211.01	3.20e-002	5.94e-003	89	15	30.63	9.05	2.00	0.00	1.00	0.00	1	6663	0
