<scaninformation>
	date=09.06.2012
	starttime=14:55:01
	compass=368.3
	tilt=0.0
	lat=4.876155
	long=-75.353401
	alt=4491.643
	volcano=nevado_del_ruiz
	site=alfombrales
	observatory=ingeominas
	serial=D2J2201
	spectrometer=S2000
	channel=0
	coneangle=60.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	flux=5.69
	battery=13.87
	temperature=20.90
	mode=plume
	instrumenttype=gothenburg
	version=2.2
	softwareversion=1.82
	compiledate=Feb 19 2009
</scaninformation>
<fluxinfo>
	flux=5.6948
	windspeed=10.0000
	winddirection=0.0000
	plumeheight=1000.00
	windspeedsource=user
	winddirectionsource=user
	plumeheightsource=user
	compasssource=compassreading
	plumecompleteness=0.56
	plumecentre=-62.95
	plumeedge1=-72.00
	plumeedge2=-21.00
</fluxinfo>
#scanangle	starttime	stoptime	name	specsaturation	fitsaturation	counts_ms	delta	chisquare	exposuretime	numspec	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	isgoodpoint	offset	flag
<spectraldata>
0	14:55:01	14:55:02	sky	1.00	0.81	1448.56	0.00e+000	0.00e+000	38	15	0.0	0.0	0.0	0.0	0.0	0.0	1	6380	0
180	14:55:44	14:55:46	dark	0.11	0.10	5.51	0.00e+000	0.00e+000	38	15	0.0	0.0	0.0	0.0	0.0	0.0	1	6385	0
-90	14:56:07	14:56:08	scan	0.13	0.11	35.86	2.51e-001	3.99e-001	38	15	357.16	74.18	2.00	0.00	1.00	0.00	0	6379	0
-86	14:56:09	14:56:10	scan	0.13	0.11	38.45	2.52e-001	3.44e-001	38	15	207.96	68.86	2.00	0.00	1.00	0.00	0	6377	0
-82	14:56:11	14:56:13	scan	0.13	0.11	41.98	2.10e-001	2.16e-001	38	15	131.10	54.56	2.00	0.00	1.00	0.00	0	6382	0
-79	14:56:14	14:56:15	scan	0.14	0.12	62.42	1.66e-001	1.24e-001	38	15	197.30	41.44	2.00	0.00	1.00	0.00	0	6376	0
-75	14:56:16	14:56:17	scan	0.16	0.12	98.85	8.22e-002	4.23e-002	38	15	170.90	24.17	2.00	0.00	1.00	0.00	0	6379	0
-72	14:56:18	14:56:20	scan	0.25	0.15	236.37	4.54e-002	1.42e-002	38	15	185.95	14.00	2.00	0.00	1.00	0.00	1	6378	0
-68	14:56:20	14:56:22	scan	0.25	0.15	243.17	4.83e-002	1.27e-002	38	15	194.15	13.24	2.00	0.00	1.00	0.00	1	6378	0
-64	14:56:23	14:56:24	scan	0.29	0.16	304.78	3.67e-002	9.76e-003	38	15	142.36	11.61	2.00	0.00	1.00	0.00	1	6376	0
-61	14:56:25	14:56:27	scan	0.29	0.17	304.74	3.87e-002	9.37e-003	38	15	163.41	11.37	2.00	0.00	1.00	0.00	1	6375	0
-57	14:56:27	14:56:29	scan	0.24	0.16	212.36	3.92e-002	1.10e-002	38	15	173.23	12.30	2.00	0.00	1.00	0.00	1	6371	0
-54	14:56:30	14:56:31	scan	0.23	0.15	200.85	4.76e-002	1.26e-002	38	15	163.58	13.17	2.00	0.00	1.00	0.00	1	6376	0
