<scaninformation>
	date=22.06.2012
	starttime=12:28:36
	compass=75.0
	tilt=0.0
	lat=4.876155
	long=-75.353401
	alt=4491.643
	volcano=nevado_del_ruiz
	site=alfombrales
	observatory=ingeominas
	serial=D2J2201
	spectrometer=S2000
	channel=0
	coneangle=60.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	flux=5.86
	battery=12.28
	temperature=13.40
	mode=plume
	instrumenttype=gothenburg
	version=2.2
	softwareversion=1.82
	compiledate=Feb 19 2009
</scaninformation>
<fluxinfo>
	flux=5.8570
	windspeed=10.0000
	winddirection=0.0000
	plumeheight=1000.00
	windspeedsource=user
	winddirectionsource=user
	plumeheightsource=user
	compasssource=user
	plumecompleteness=0.87
	plumecentre=-64.67
	plumeedge1=-79.00
	plumeedge2=-50.00
</fluxinfo>
#scanangle	starttime	stoptime	name	specsaturation	fitsaturation	counts_ms	delta	chisquare	exposuretime	numspec	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	isgoodpoint	offset	flag
<spectraldata>
0	12:28:36	12:28:41	sky	0.77	0.32	122.79	0.00e+000	0.00e+000	328	15	0.0	0.0	0.0	0.0	0.0	0.0	1	7144	0
180	12:29:23	12:29:29	dark	0.13	0.12	2.32	0.00e+000	0.00e+000	328	15	0.0	0.0	0.0	0.0	0.0	0.0	1	7140	0
-90	12:29:50	12:29:56	scan	0.27	0.16	29.55	7.52e-002	2.24e-002	328	15	129.54	17.57	2.00	0.00	1.00	0.00	1	7136	0
-86	12:29:57	12:30:03	scan	0.29	0.16	31.67	7.11e-002	2.43e-002	328	15	118.47	18.31	2.00	0.00	1.00	0.00	1	7136	0
-82	12:30:04	12:30:09	scan	0.28	0.16	31.60	6.97e-002	1.96e-002	328	15	161.43	16.44	2.00	0.00	1.00	0.00	1	7137	0
-79	12:30:10	12:30:16	scan	0.33	0.18	40.89	5.55e-002	1.22e-002	328	15	222.08	12.97	2.00	0.00	1.00	0.00	1	7136	0
-75	12:30:17	12:30:23	scan	0.37	0.19	46.64	6.42e-002	1.68e-002	328	15	300.11	15.24	2.00	0.00	1.00	0.00	1	7137	0
-72	12:30:24	12:30:30	scan	0.60	0.25	90.71	9.21e-002	3.38e-002	328	15	723.88	21.60	2.00	0.00	1.00	0.00	1	7139	0
-68	12:30:30	12:30:36	scan	0.65	0.27	99.67	8.26e-002	2.90e-002	328	15	766.89	20.01	2.00	0.00	1.00	0.00	1	7132	0
-64	12:30:37	12:30:43	scan	0.65	0.28	100.90	6.92e-002	2.02e-002	328	15	706.35	16.69	2.00	0.00	1.00	0.00	1	7133	0
-61	12:30:44	12:30:50	scan	0.68	0.29	106.27	7.26e-002	1.78e-002	328	15	685.46	15.66	2.00	0.00	1.00	0.00	1	7134	0
-57	12:30:51	12:30:56	scan	0.76	0.31	120.21	5.70e-002	1.58e-002	328	15	636.66	14.79	2.00	0.00	1.00	0.00	1	7131	0
-54	12:30:57	12:31:03	scan	0.87	0.34	140.83	4.73e-002	8.63e-003	328	15	488.80	10.91	2.00	0.00	1.00	0.00	1	7129	0
-50	12:31:04	12:31:10	scan	0.66	0.31	101.96	2.86e-002	4.63e-003	328	15	125.19	7.99	2.00	0.00	1.00	0.00	1	7131	0
-46	12:31:11	12:31:17	scan	0.64	0.30	98.01	2.42e-002	3.96e-003	328	15	56.42	7.39	2.00	0.00	1.00	0.00	1	7132	0
-43	12:31:17	12:31:23	scan	0.63	0.30	96.84	2.30e-002	3.64e-003	328	15	51.16	7.08	2.00	0.00	1.00	0.00	1	7131	0
-39	12:31:24	12:31:30	scan	0.63	0.30	96.57	2.49e-002	3.96e-003	328	15	34.64	7.39	2.00	0.00	1.00	0.00	1	7126	0
-36	12:31:31	12:31:37	scan	0.63	0.30	96.84	2.54e-002	3.44e-003	328	15	32.61	6.89	2.00	0.00	1.00	0.00	1	7125	0
