#ReEvaluation Log File for the Novac Master Program version 3.2. Created on: 2019.10.28 at 13:36:48
#***Settings Used in the Evaluation***
#FitFrom=320
#FitTo=460
#Polynom=5
#Ignore Dark Spectra
#Ignore Saturated Spectra
#Sky: First spectrum in scanFile
#Region: UV
#nSpecies=3
#Specie	Shift	Squeeze	ReferenceFile
#SO2	0.000	1.000	D:\Development\NovacRatioTest\ConfigurationFiles\Masaya\References\D2J2124_0_SO2_20160321_1746.txt
#O3	0.000	1.000	D:\Development\NovacRatioTest\ConfigurationFiles\Masaya\References\D2J2124_0_O3_20160321_1746.txt
#RING	0.000	1.000	D:\Development\NovacRatioTest\ConfigurationFiles\Masaya\References\D2J2124_0_RING_20160321_1746.txt

<scaninformation>
	date=31.03.2016
	starttime=18:32:06
	compass=54.4
	tilt=0.0
	lat=11.981453
	long=-86.181417
	alt=383.000
	serial=D2J2124
	channel=0
	coneangle=90.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	battery=12.50
	temperature=37.22
	mode=plume
	softwareversion=3.2
	compiledate=Aug 11 2019
</scaninformation>
#scanangle	starttime	stoptime	name	delta	chisquare	exposuretime	numspec	intensity	fitintensity	isgoodpoint	offset	flag	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	column(O3)	columnerror(O3)	shift(O3)	shifterror(O3)	squeeze(O3)	squeezeerror(O3)	column(RING)	columnerror(RING)	shift(RING)	shifterror(RING)	squeeze(RING)	squeezeerror(RING)	
<spectraldata>
-90	18:33:02	18:33:07	scan	3.18e+00	2.38e+01	268	15	4680	4586	0	4520.1	0	-7.48e+02	3.07e+02	0.00e+00	0.00e+00	1.00e+00	0.00e+00	2.75e+02	7.75e+03	0.00e+00	0.00e+00	1.00e+00	0.00e+00	-2.01e-01	2.45e-01	0.00e+00	0.00e+00	1.00e+00	0.00e+00	
-86	18:33:08	18:33:13	scan	2.04e+00	1.78e+01	268	15	4668	4625	0	4501.1	0	-7.50e+02	2.65e+02	0.00e+00	0.00e+00	1.00e+00	0.00e+00	4.57e+03	6.70e+03	0.00e+00	0.00e+00	1.00e+00	0.00e+00	-8.72e-02	2.12e-01	0.00e+00	0.00e+00	1.00e+00	0.00e+00	
-82	18:33:13	18:33:18	scan	2.72e+00	1.95e+01	268	15	4675	4662	0	4505.7	0	-7.32e+02	2.78e+02	0.00e+00	0.00e+00	1.00e+00	0.00e+00	6.60e+03	7.01e+03	0.00e+00	0.00e+00	1.00e+00	0.00e+00	-3.85e-01	2.22e-01	0.00e+00	0.00e+00	1.00e+00	0.00e+00	
-79	18:33:19	18:33:24	scan	1.26e+00	6.69e+00	268	15	4658	4689	0	4512.2	0	-8.23e+02	1.63e+02	0.00e+00	0.00e+00	1.00e+00	0.00e+00	8.05e+03	4.11e+03	0.00e+00	0.00e+00	1.00e+00	0.00e+00	-1.41e-01	1.30e-01	0.00e+00	0.00e+00	1.00e+00	0.00e+00	
-75	18:33:24	18:33:29	scan	1.39e+00	4.99e+00	268	15	4700	4713	0	4517.6	0	-7.58e+02	1.41e+02	0.00e+00	0.00e+00	1.00e+00	0.00e+00	5.46e+03	3.55e+03	0.00e+00	0.00e+00	1.00e+00	0.00e+00	-1.91e-01	1.12e-01	0.00e+00	0.00e+00	1.00e+00	0.00e+00	
-72	18:33:30	18:33:35	scan	1.57e+00	5.21e+00	268	15	4698	4790	0	4487.5	0	-7.24e+02	1.44e+02	0.00e+00	0.00e+00	1.00e+00	0.00e+00	5.51e+03	3.63e+03	0.00e+00	0.00e+00	1.00e+00	0.00e+00	-2.46e-01	1.15e-01	0.00e+00	0.00e+00	1.00e+00	0.00e+00	
-68	18:33:35	18:33:40	scan	1.51e+00	3.87e+00	268	15	4688	4803	0	4507.0	0	-8.01e+02	1.24e+02	0.00e+00	0.00e+00	1.00e+00	0.00e+00	7.26e+03	3.12e+03	0.00e+00	0.00e+00	1.00e+00	0.00e+00	-9.69e-02	9.88e-02	0.00e+00	0.00e+00	1.00e+00	0.00e+00	
-64	18:33:41	18:33:46	scan	6.63e-01	1.86e+00	268	15	4687	4883	0	4495.6	0	-7.80e+02	8.58e+01	0.00e+00	0.00e+00	1.00e+00	0.00e+00	4.40e+03	2.17e+03	0.00e+00	0.00e+00	1.00e+00	0.00e+00	-1.51e-01	6.86e-02	0.00e+00	0.00e+00	1.00e+00	0.00e+00	
-61	18:33:46	18:33:51	scan	6.19e-01	1.29e+00	268	15	4700	5032	0	4503.3	0	-8.81e+02	7.13e+01	0.00e+00	0.00e+00	1.00e+00	0.00e+00	3.73e+03	1.80e+03	0.00e+00	0.00e+00	1.00e+00	0.00e+00	-5.31e-02	5.70e-02	0.00e+00	0.00e+00	1.00e+00	0.00e+00	
-57	18:33:52	18:33:57	scan	5.38e-01	1.33e+00	268	15	4730	5242	0	4501.8	0	-9.56e+02	7.26e+01	0.00e+00	0.00e+00	1.00e+00	0.00e+00	3.24e+03	1.83e+03	0.00e+00	0.00e+00	1.00e+00	0.00e+00	-2.86e-03	5.80e-02	0.00e+00	0.00e+00	1.00e+00	0.00e+00	
