278.848	0
278.931	0
279.014	0
279.097	0
279.18	0
279.264	0
279.347	0
279.43	0
279.513	0
279.596	0
279.679	0
279.762	0
279.845	0
279.928	0
280.011	0
280.094	0
280.177	0
280.26	0
280.343	0
280.426	0
280.509	0
280.592	0
280.675	0
280.758	0
280.841	0
280.924	0
281.007	0
281.09	0
281.173	0
281.256	0
281.339	0
281.422	0
281.505	0
281.588	0
281.671	0
281.754	0
281.836	0
281.919	0
282.002	0
282.085	0
282.168	0
282.251	0
282.334	0
282.416	0
282.499	0
282.582	0
282.665	0
282.748	0
282.831	0
282.913	0
282.996	0
283.079	0
283.162	0
283.244	0
283.327	0
283.41	0
283.493	0
283.575	0
283.658	0
283.741	0
283.824	0
283.906	0
283.989	0
284.072	0
284.154	0
284.237	0
284.32	0
284.402	0
284.485	0
284.568	0
284.65	0
284.733	0
284.816	0
284.898	0
284.981	0
285.063	0
285.146	0
285.229	0
285.311	0
285.394	0
285.476	0
285.559	0
285.641	0
285.724	0
285.806	0
285.889	0
285.971	0
286.054	0
286.136	0
286.219	0
286.301	0
286.384	0
286.466	0
286.549	0
286.631	0
286.714	0
286.796	0
286.879	0
286.961	0
287.043	0
287.126	0
287.208	0
287.291	0
287.373	0
287.455	0
287.538	0
287.62	0
287.702	0
287.785	0
287.867	0
287.95	0
288.032	0
288.114	0
288.196	0
288.279	0
288.361	0
288.443	0
288.526	0
288.608	0
288.69	0
288.772	0
288.855	0
288.937	0
289.019	0
289.101	0
289.184	0
289.266	0
289.348	0
289.43	0
289.512	0
289.594	0
289.677	0
289.759	0
289.841	0
289.923	0
290.005	0
290.087	0
290.169	0
290.252	0
290.334	0
290.416	0
290.498	0
290.58	0
290.662	0
290.744	0
290.826	0
290.908	0
290.99	0
291.072	0
291.154	0
291.236	0
291.318	0
291.4	0
291.482	0
291.564	0
291.646	0
291.728	0
291.81	0
291.892	0
291.974	0
292.056	0
292.138	0
292.22	0
292.302	0
292.384	0
292.465	0
292.547	0
292.629	0
292.711	0
292.793	0
292.875	0
292.957	0
293.038	0
293.12	0
293.202	0
293.284	0
293.366	0
293.447	0
293.529	0
293.611	0
293.693	0
293.775	0
293.856	0
293.938	0
294.02	0
294.101	0
294.183	1.44635280092565
294.265	0.565941654971031
294.347	0.374839869417312
294.428	0.127487379972987
294.51	0.0778502904705583
294.592	-0.00597646480404968
294.673	-0.0050444699296667
294.755	-0.0223315823333305
294.837	0.313334280988197
294.918	0.243048465078345
295	0.233646475838796
295.081	0.226083912896653
295.163	0.23516577618089
295.245	0.290590248606401
295.326	0.354762070892319
295.408	0.384021190480467
295.489	0.381744001898391
