<scaninformation>
	date=31.03.2016
	starttime=20:19:16
	compass=54.4
	tilt=0.0
	lat=11.981426
	long=-86.181463
	alt=382.876
	volcano=masaya
	site=caracol
	observatory=ineter
	serial=D2J2124
	spectrometer=S2000
	channel=0
	coneangle=90.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	flux=11.20
	battery=12.80
	temperature=38.58
	mode=plume
	instrumenttype=gothenburg
	version=2.2
	softwareversion=2.00
	compiledate=Oct  2 2009
</scaninformation>
<fluxinfo>
	flux=11.1976
	windspeed=10.0000
	winddirection=54.4000
	plumeheight=253.46
	windspeedsource=default
	winddirectionsource=default
	plumeheightsource=default
	compasssource=user
	plumecompleteness=1.00
	plumecentre=2.07
	plumeedge1=-54.00
	plumeedge2=57.00
</fluxinfo>
#scanangle	starttime	stoptime	name	specsaturation	fitsaturation	counts_ms	delta	chisquare	exposuretime	numspec	column(O3)	columnerror(O3)	shift(O3)	shifterror(O3)	squeeze(O3)	squeezeerror(O3)	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	column(RING)	columnerror(RING)	shift(RING)	shifterror(RING)	squeeze(RING)	squeezeerror(RING)	isgoodpoint	offset	flag
<spectraldata>
0	20:19:16	20:19:20	sky	0.65	0.19	170.10	0.00e+000	0.00e+000	208	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	4358	0
180	20:19:51	20:19:55	dark	0.13	0.08	17.72	0.00e+000	0.00e+000	208	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	4346	0
-90	20:20:10	20:20:14	scan	0.14	0.08	19.52	4.38e+000	4.15e+001	208	15	5986.45	5996.44	0.00	0.00	1.00	0.00	-2568.38	694.04	0.00	0.00	1.00	0.00	0.16	0.24	0.00	0.00	1.00	0.00	0	4341	0
-86	20:20:15	20:20:19	scan	0.13	0.08	17.57	1.14e+000	8.11e+000	208	15	2188.30	2651.43	0.00	0.00	1.00	0.00	-961.91	306.88	0.00	0.00	1.00	0.00	0.18	0.11	0.00	0.00	1.00	0.00	0	4350	0
-82	20:20:20	20:20:24	scan	0.13	0.08	16.89	2.84e+000	1.89e+001	208	15	2237.70	4050.47	0.00	0.00	1.00	0.00	-1704.75	468.81	0.00	0.00	1.00	0.00	0.07	0.16	0.00	0.00	1.00	0.00	0	4348	0
-79	20:20:24	20:20:28	scan	0.13	0.08	17.66	1.29e+000	7.07e+000	208	15	1438.58	2475.72	0.00	0.00	1.00	0.00	-1065.27	286.55	0.00	0.00	1.00	0.00	0.15	0.10	0.00	0.00	1.00	0.00	0	4347	0
-75	20:20:29	20:20:33	scan	0.13	0.09	17.26	8.03e-001	3.15e+000	208	15	2379.29	1653.11	0.00	0.00	1.00	0.00	-931.40	191.34	0.00	0.00	1.00	0.00	0.07	0.07	0.00	0.00	1.00	0.00	0	4349	0
-72	20:20:34	20:20:38	scan	0.13	0.09	18.02	1.01e+000	3.25e+000	208	15	1563.13	1677.25	0.00	0.00	1.00	0.00	-1067.27	194.13	0.00	0.00	1.00	0.00	1.31e-002	6.66e-002	0.00	0.00	1.00	0.00	0	4345	0
-68	20:20:38	20:20:42	scan	0.13	0.09	18.95	8.93e-001	2.03e+000	208	15	1327.19	1326.14	0.00	0.00	1.00	0.00	-1000.00	153.49	0.00	0.00	1.00	0.00	4.29e-002	5.26e-002	0.00	0.00	1.00	0.00	0	4346	0
-64	20:20:43	20:20:47	scan	0.14	0.09	21.23	7.33e-001	1.45e+000	208	15	980.02	1120.85	0.00	0.00	1.00	0.00	-552.47	129.73	0.00	0.00	1.00	0.00	4.77e-002	4.45e-002	0.00	0.00	1.00	0.00	0	4339	0
-61	20:20:48	20:20:52	scan	0.17	0.09	28.57	5.67e-001	7.78e-001	208	15	2025.41	821.03	0.00	0.00	1.00	0.00	-748.29	95.03	0.00	0.00	1.00	0.00	5.68e-002	3.26e-002	0.00	0.00	1.00	0.00	0	4344	0
-57	20:20:53	20:20:56	scan	0.19	0.10	34.40	2.43e-001	2.71e-001	208	15	1456.25	484.72	0.00	0.00	1.00	0.00	-667.15	56.10	0.00	0.00	1.00	0.00	4.73e-002	1.92e-002	0.00	0.00	1.00	0.00	0	4346	0
-54	20:20:57	20:21:01	scan	0.22	0.10	44.94	2.07e-001	1.34e-001	208	15	1480.96	341.20	0.00	0.00	1.00	0.00	-650.21	39.49	0.00	0.00	1.00	0.00	5.17e-002	1.35e-002	0.00	0.00	1.00	0.00	1	4346	0
-50	20:21:02	20:21:06	scan	0.28	0.12	62.81	1.56e-001	1.02e-001	208	15	1413.76	296.64	0.00	0.00	1.00	0.00	-644.94	34.33	0.00	0.00	1.00	0.00	3.19e-002	1.18e-002	0.00	0.00	1.00	0.00	1	4349	0
-46	20:21:07	20:21:11	scan	0.34	0.13	78.65	1.36e-001	7.84e-002	208	15	1436.34	260.62	0.00	0.00	1.00	0.00	-613.70	30.16	0.00	0.00	1.00	0.00	3.01e-002	1.03e-002	0.00	0.00	1.00	0.00	1	4352	0
-43	20:21:11	20:21:15	scan	0.37	0.14	88.67	1.22e-001	6.79e-002	208	15	1487.65	242.52	0.00	0.00	1.00	0.00	-640.15	28.07	0.00	0.00	1.00	0.00	3.23e-002	9.62e-003	0.00	0.00	1.00	0.00	1	4349	0
-39	20:21:16	20:21:20	scan	0.40	0.15	96.25	1.22e-001	6.81e-002	208	15	1356.18	242.87	0.00	0.00	1.00	0.00	-595.99	28.11	0.00	0.00	1.00	0.00	2.56e-002	9.64e-003	0.00	0.00	1.00	0.00	1	4351	0
-36	20:21:21	20:21:25	scan	0.42	0.15	101.68	1.16e-001	4.39e-002	208	15	986.81	195.14	0.00	0.00	1.00	0.00	-483.51	22.59	0.00	0.00	1.00	0.00	2.37e-002	7.74e-003	0.00	0.00	1.00	0.00	1	4346	0
-32	20:21:25	20:21:29	scan	0.43	0.15	107.19	8.96e-002	3.32e-002	208	15	637.53	169.70	0.00	0.00	1.00	0.00	-292.07	19.64	0.00	0.00	1.00	0.00	2.21e-002	6.73e-003	0.00	0.00	1.00	0.00	1	4353	0
-28	20:21:30	20:21:34	scan	0.45	0.16	112.01	6.29e-002	2.09e-002	208	15	349.47	134.45	0.00	0.00	1.00	0.00	-148.96	15.56	0.00	0.00	1.00	0.00	8.57e-003	5.34e-003	0.00	0.00	1.00	0.00	1	4346	0
-25	20:21:35	20:21:39	scan	0.47	0.16	118.53	6.45e-002	1.82e-002	208	15	143.63	125.57	0.00	0.00	1.00	0.00	-43.08	14.53	0.00	0.00	1.00	0.00	1.29e-002	4.98e-003	0.00	0.00	1.00	0.00	1	4345	0
-21	20:21:39	20:21:43	scan	0.49	0.16	125.17	8.81e-002	2.29e-002	208	15	-91.14	140.96	0.00	0.00	1.00	0.00	25.38	16.31	0.00	0.00	1.00	0.00	2.41e-003	5.59e-003	0.00	0.00	1.00	0.00	1	4349	0
-18	20:21:44	20:21:48	scan	0.51	0.16	128.59	6.43e-002	2.27e-002	208	15	-160.50	140.38	0.00	0.00	1.00	0.00	45.24	16.25	0.00	0.00	1.00	0.00	2.43e-003	5.57e-003	0.00	0.00	1.00	0.00	1	4348	0
-14	20:21:49	20:21:53	scan	0.52	0.17	131.42	5.58e-002	1.68e-002	208	15	-14.55	120.55	0.00	0.00	1.00	0.00	76.35	13.95	0.00	0.00	1.00	0.00	8.45e-003	4.78e-003	0.00	0.00	1.00	0.00	1	4342	0
-10	20:21:53	20:21:57	scan	0.52	0.17	132.82	6.76e-002	2.21e-002	208	15	-91.92	138.54	0.00	0.00	1.00	0.00	72.45	16.04	0.00	0.00	1.00	0.00	5.50e-003	5.50e-003	0.00	0.00	1.00	0.00	1	4344	0
-7	20:21:58	20:22:02	scan	0.53	0.17	136.33	6.36e-002	1.79e-002	208	15	143.39	124.55	0.00	0.00	1.00	0.00	-10.99	14.42	0.00	0.00	1.00	0.00	-2.27e-003	4.94e-003	0.00	0.00	1.00	0.00	1	4343	0
-3	20:22:03	20:22:07	scan	0.55	0.18	142.60	7.18e-002	2.10e-002	208	15	82.79	134.80	0.00	0.00	1.00	0.00	-15.16	15.60	0.00	0.00	1.00	0.00	1.14e-003	5.35e-003	0.00	0.00	1.00	0.00	1	4351	0
0	20:22:07	20:22:11	scan	0.58	0.18	150.08	8.34e-002	2.17e-002	208	15	-15.07	137.23	0.00	0.00	1.00	0.00	-13.31	15.88	0.00	0.00	1.00	0.00	-3.35e-003	5.45e-003	0.00	0.00	1.00	0.00	1	4344	0
3	20:22:12	20:22:16	scan	0.60	0.18	157.65	7.16e-002	1.69e-002	208	15	74.73	121.12	0.00	0.00	1.00	0.00	-0.73	14.02	0.00	0.00	1.00	0.00	-3.86e-003	4.81e-003	0.00	0.00	1.00	0.00	1	4342	0
7	20:22:17	20:22:21	scan	0.61	0.19	159.05	6.53e-002	1.57e-002	208	15	104.22	116.61	0.00	0.00	1.00	0.00	-80.67	13.50	0.00	0.00	1.00	0.00	-2.51e-004	4.63e-003	0.00	0.00	1.00	0.00	1	4353	0
10	20:22:22	20:22:26	scan	0.61	0.19	158.78	5.58e-002	2.01e-002	208	15	422.73	131.93	0.00	0.00	1.00	0.00	-159.96	15.27	0.00	0.00	1.00	0.00	-1.51e-003	5.24e-003	0.00	0.00	1.00	0.00	1	4347	0
14	20:22:26	20:22:30	scan	0.60	0.19	157.65	6.70e-002	2.22e-002	208	15	517.93	138.86	0.00	0.00	1.00	0.00	-219.20	16.07	0.00	0.00	1.00	0.00	-8.83e-004	5.51e-003	0.00	0.00	1.00	0.00	1	4341	0
18	20:22:31	20:22:35	scan	0.61	0.19	158.90	7.62e-002	2.63e-002	208	15	560.22	151.12	0.00	0.00	1.00	0.00	-280.98	17.49	0.00	0.00	1.00	0.00	-6.43e-003	6.00e-003	0.00	0.00	1.00	0.00	1	4347	0
21	20:22:36	20:22:40	scan	0.61	0.19	157.80	7.24e-002	3.28e-002	208	15	696.74	168.53	0.00	0.00	1.00	0.00	-331.15	19.51	0.00	0.00	1.00	0.00	-5.09e-003	6.69e-003	0.00	0.00	1.00	0.00	1	4346	0
25	20:22:40	20:22:44	scan	0.59	0.19	152.96	9.00e-002	3.62e-002	208	15	802.29	177.08	0.00	0.00	1.00	0.00	-422.02	20.50	0.00	0.00	1.00	0.00	-1.55e-003	7.03e-003	0.00	0.00	1.00	0.00	1	4351	0
28	20:22:45	20:22:49	scan	0.60	0.19	157.72	8.12e-002	3.84e-002	208	15	898.46	182.43	0.00	0.00	1.00	0.00	-443.82	21.11	0.00	0.00	1.00	0.00	-3.72e-003	7.24e-003	0.00	0.00	1.00	0.00	1	4349	0
32	20:22:50	20:22:54	scan	0.63	0.19	164.22	1.00e-001	3.88e-002	208	15	791.03	183.44	0.00	0.00	1.00	0.00	-384.28	21.23	0.00	0.00	1.00	0.00	-1.97e-003	7.28e-003	0.00	0.00	1.00	0.00	1	4354	0
36	20:22:54	20:22:58	scan	0.64	0.19	168.62	9.38e-002	3.16e-002	208	15	630.82	165.52	0.00	0.00	1.00	0.00	-344.01	19.16	0.00	0.00	1.00	0.00	-5.14e-003	6.57e-003	0.00	0.00	1.00	0.00	1	4343	0
39	20:22:59	20:23:03	scan	0.59	0.18	152.82	7.73e-002	3.04e-002	208	15	745.00	162.36	0.00	0.00	1.00	0.00	-297.79	18.79	0.00	0.00	1.00	0.00	-1.00e-003	6.44e-003	0.00	0.00	1.00	0.00	1	4350	0
43	20:23:04	20:23:08	scan	0.56	0.18	144.59	7.42e-002	2.91e-002	208	15	727.46	158.83	0.00	0.00	1.00	0.00	-299.66	18.38	0.00	0.00	1.00	0.00	5.62e-003	6.30e-003	0.00	0.00	1.00	0.00	1	4343	0
46	20:23:08	20:23:12	scan	0.54	0.17	138.43	8.04e-002	3.27e-002	208	15	813.06	168.44	0.00	0.00	1.00	0.00	-341.98	19.50	0.00	0.00	1.00	0.00	6.14e-003	6.68e-003	0.00	0.00	1.00	0.00	1	4341	0
50	20:23:13	20:23:17	scan	0.51	0.17	130.31	1.00e-001	4.14e-002	208	15	990.51	189.48	0.00	0.00	1.00	0.00	-423.16	21.93	0.00	0.00	1.00	0.00	7.69e-003	7.52e-003	0.00	0.00	1.00	0.00	1	4336	0
54	20:23:18	20:23:22	scan	0.47	0.16	117.42	1.02e-001	5.19e-002	208	15	1094.09	212.15	0.00	0.00	1.00	0.00	-569.32	24.56	0.00	0.00	1.00	0.00	1.20e-002	8.42e-003	0.00	0.00	1.00	0.00	1	4343	0
57	20:23:22	20:23:26	scan	0.41	0.16	98.85	1.25e-001	8.34e-002	208	15	1476.31	268.79	0.00	0.00	1.00	0.00	-715.46	31.11	0.00	0.00	1.00	0.00	1.71e-002	1.07e-002	0.00	0.00	1.00	0.00	1	4348	0
61	20:23:27	20:23:31	scan	0.36	0.15	85.18	1.62e-001	1.21e-001	208	15	1761.31	323.89	0.00	0.00	1.00	0.00	-829.77	37.49	0.00	0.00	1.00	0.00	1.89e-002	1.29e-002	0.00	0.00	1.00	0.00	1	4341	0
64	20:23:32	20:23:36	scan	0.33	0.15	76.56	1.52e-001	1.31e-001	208	15	1919.50	337.19	0.00	0.00	1.00	0.00	-919.35	39.03	0.00	0.00	1.00	0.00	2.40e-002	1.34e-002	0.00	0.00	1.00	0.00	1	4341	0
