<scaninformation>
	date=31.03.2016
	starttime=13:17:27
	compass=54.4
	tilt=0.0
	lat=11.981420
	long=-86.181469
	alt=381.249
	volcano=masaya
	site=caracol
	observatory=ineter
	serial=D2J2124
	spectrometer=S2000
	channel=0
	coneangle=90.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	flux=2.92
	battery=11.91
	temperature=24.79
	mode=plume
	instrumenttype=gothenburg
	version=2.2
	softwareversion=2.00
	compiledate=Oct  2 2009
</scaninformation>
<fluxinfo>
	flux=2.9166
	windspeed=10.0000
	winddirection=54.4000
	plumeheight=253.46
	windspeedsource=default
	winddirectionsource=default
	plumeheightsource=default
	compasssource=user
	plumecompleteness=1.00
	plumecentre=-8.41
	plumeedge1=-43.00
	plumeedge2=18.00
</fluxinfo>
#scanangle	starttime	stoptime	name	specsaturation	fitsaturation	counts_ms	delta	chisquare	exposuretime	numspec	column(O3)	columnerror(O3)	shift(O3)	shifterror(O3)	squeeze(O3)	squeezeerror(O3)	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	column(RING)	columnerror(RING)	shift(RING)	shifterror(RING)	squeeze(RING)	squeezeerror(RING)	isgoodpoint	offset	flag
<spectraldata>
0	13:17:27	13:17:43	sky	0.31	0.14	12.81	0.00e+000	0.00e+000	1000	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	5968	0
180	13:18:14	13:18:30	dark	0.18	0.11	5.11	0.00e+000	0.00e+000	1000	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	5958	0
-90	13:18:46	13:19:02	scan	0.17	0.11	4.54	3.64e+000	4.88e+001	1000	15	6973.84	6505.35	0.00	0.00	1.00	0.00	-90.30	752.94	0.00	0.00	1.00	0.00	4.22e-002	2.58e-001	0.00	0.00	1.00	0.00	0	5952	0
-86	13:19:03	13:19:18	scan	0.17	0.11	4.65	3.56e+000	3.70e+001	1000	15	10640.18	5665.99	0.00	0.00	1.00	0.00	-1053.27	655.80	0.00	0.00	1.00	0.00	0.26	0.22	0.00	0.00	1.00	0.00	0	5946	0
-82	13:19:19	13:19:35	scan	0.17	0.11	4.79	3.51e+000	2.76e+001	1000	15	708.32	4890.88	0.00	0.00	1.00	0.00	-1439.69	566.08	0.00	0.00	1.00	0.00	-0.27	0.19	0.00	0.00	1.00	0.00	0	5949	0
-79	13:19:35	13:19:51	scan	0.18	0.11	5.02	2.54e+000	1.84e+001	1000	15	3888.83	3994.32	0.00	0.00	1.00	0.00	324.80	462.31	0.00	0.00	1.00	0.00	-0.17	0.16	0.00	0.00	1.00	0.00	0	5942	0
-75	13:19:52	13:20:08	scan	0.18	0.12	5.16	3.52e+000	1.91e+001	1000	15	350.26	4073.44	0.00	0.00	1.00	0.00	-1007.54	471.47	0.00	0.00	1.00	0.00	-0.14	0.16	0.00	0.00	1.00	0.00	0	5937	0
-72	13:20:08	13:20:24	scan	0.18	0.12	5.28	2.68e+000	1.11e+001	1000	15	6042.36	3104.66	0.00	0.00	1.00	0.00	-485.24	359.34	0.00	0.00	1.00	0.00	2.78e-002	1.23e-001	0.00	0.00	1.00	0.00	0	5939	0
-68	13:20:25	13:20:40	scan	0.19	0.12	5.49	2.42e+000	1.03e+001	1000	15	1475.69	2984.52	0.00	0.00	1.00	0.00	-482.57	345.44	0.00	0.00	1.00	0.00	0.08	0.12	0.00	0.00	1.00	0.00	0	5933	0
-64	13:20:41	13:20:57	scan	0.19	0.12	5.89	1.14e+000	3.16e+000	1000	15	874.82	1656.17	0.00	0.00	1.00	0.00	-656.19	191.69	0.00	0.00	1.00	0.00	-3.84e-002	6.57e-002	0.00	0.00	1.00	0.00	0	5928	0
