<scaninformation>
	date=31.03.2016
	starttime=19:14:44
	compass=54.4
	tilt=0.0
	lat=11.981425
	long=-86.181463
	alt=382.574
	volcano=masaya
	site=caracol
	observatory=ineter
	serial=D2J2124
	spectrometer=S2000
	channel=0
	coneangle=90.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	flux=9.71
	battery=12.84
	temperature=37.69
	mode=plume
	instrumenttype=gothenburg
	version=2.2
	softwareversion=2.00
	compiledate=Oct  2 2009
</scaninformation>
<fluxinfo>
	flux=9.7127
	windspeed=10.0000
	winddirection=54.4000
	plumeheight=253.46
	windspeedsource=default
	winddirectionsource=default
	plumeheightsource=default
	compasssource=user
	plumecompleteness=1.00
	plumecentre=-2.47
	plumeedge1=-43.00
	plumeedge2=32.00
</fluxinfo>
#scanangle	starttime	stoptime	name	specsaturation	fitsaturation	counts_ms	delta	chisquare	exposuretime	numspec	column(O3)	columnerror(O3)	shift(O3)	shifterror(O3)	squeeze(O3)	squeezeerror(O3)	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	column(RING)	columnerror(RING)	shift(RING)	shifterror(RING)	squeeze(RING)	squeezeerror(RING)	isgoodpoint	offset	flag
<spectraldata>
0	19:14:44	19:14:49	sky	0.67	0.21	125.08	0.00e+000	0.00e+000	291	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	4462	0
180	19:15:20	19:15:25	dark	0.16	0.09	17.45	0.00e+000	0.00e+000	291	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	4454	0
-90	19:15:41	19:15:46	scan	0.15	0.09	16.53	2.88e+000	2.74e+001	291	15	7123.34	4868.96	0.00	0.00	1.00	0.00	-1340.66	563.55	0.00	0.00	1.00	0.00	-0.20	0.19	0.00	0.00	1.00	0.00	0	4453	0
-86	19:15:47	19:15:52	scan	0.17	0.09	20.63	2.24e+000	1.58e+001	291	15	5974.47	3700.61	0.00	0.00	1.00	0.00	-220.64	428.32	0.00	0.00	1.00	0.00	-0.06	0.15	0.00	0.00	1.00	0.00	0	4453	0
-82	19:15:53	19:15:58	scan	0.15	0.09	16.05	7.51e-001	3.45e+000	291	15	4249.72	1729.14	0.00	0.00	1.00	0.00	-556.88	200.14	0.00	0.00	1.00	0.00	0.06	0.07	0.00	0.00	1.00	0.00	0	4454	0
-79	19:15:59	19:16:04	scan	0.18	0.09	22.10	8.37e-001	3.93e+000	291	15	5855.77	1844.77	0.00	0.00	1.00	0.00	-485.76	213.52	0.00	0.00	1.00	0.00	-0.05	0.07	0.00	0.00	1.00	0.00	0	4454	0
-75	19:16:05	19:16:10	scan	0.18	0.09	23.15	5.57e-001	1.63e+000	291	15	2115.80	1190.06	0.00	0.00	1.00	0.00	-726.49	137.74	0.00	0.00	1.00	0.00	-1.16e-002	4.72e-002	0.00	0.00	1.00	0.00	0	4454	0
-72	19:16:11	19:16:16	scan	0.18	0.09	22.34	7.12e-001	1.54e+000	291	15	2259.50	1153.48	0.00	0.00	1.00	0.00	-687.84	133.51	0.00	0.00	1.00	0.00	-1.50e-002	4.58e-002	0.00	0.00	1.00	0.00	0	4456	0
-68	19:16:17	19:16:22	scan	0.19	0.09	24.85	4.22e-001	8.72e-001	291	15	1180.65	869.28	0.00	0.00	1.00	0.00	-543.41	100.61	0.00	0.00	1.00	0.00	2.23e-002	3.45e-002	0.00	0.00	1.00	0.00	0	4448	0
-64	19:16:23	19:16:28	scan	0.19	0.09	25.14	3.02e-001	5.86e-001	291	15	2220.94	712.86	0.00	0.00	1.00	0.00	-567.62	82.51	0.00	0.00	1.00	0.00	1.24e-002	2.83e-002	0.00	0.00	1.00	0.00	0	4450	0
-61	19:16:29	19:16:34	scan	0.20	0.10	26.89	2.51e-001	3.90e-001	291	15	1707.94	581.69	0.00	0.00	1.00	0.00	-475.34	67.33	0.00	0.00	1.00	0.00	5.09e-003	2.31e-002	0.00	0.00	1.00	0.00	1	4457	0
-57	19:16:35	19:16:40	scan	0.22	0.11	31.36	2.08e-001	1.64e-001	291	15	1469.85	376.56	0.00	0.00	1.00	0.00	-619.70	43.58	0.00	0.00	1.00	0.00	4.53e-003	1.49e-002	0.00	0.00	1.00	0.00	1	4445	0
-54	19:16:40	19:16:46	scan	0.26	0.12	39.52	1.56e-001	1.16e-001	291	15	1593.53	316.63	0.00	0.00	1.00	0.00	-658.14	36.65	0.00	0.00	1.00	0.00	1.78e-002	1.26e-002	0.00	0.00	1.00	0.00	1	4444	0
-50	19:16:46	19:16:52	scan	0.34	0.14	56.19	1.45e-001	1.02e-001	291	15	1499.84	296.84	0.00	0.00	1.00	0.00	-649.31	34.36	0.00	0.00	1.00	0.00	3.13e-002	1.18e-002	0.00	0.00	1.00	0.00	1	4454	0
-46	19:16:52	19:16:58	scan	0.40	0.15	68.11	1.18e-001	8.23e-002	291	15	1474.77	267.14	0.00	0.00	1.00	0.00	-653.27	30.92	0.00	0.00	1.00	0.00	3.50e-002	1.06e-002	0.00	0.00	1.00	0.00	1	4453	0
-43	19:16:58	19:17:04	scan	0.43	0.16	76.05	1.22e-001	7.94e-002	291	15	1567.55	262.26	0.00	0.00	1.00	0.00	-606.01	30.35	0.00	0.00	1.00	0.00	2.64e-002	1.04e-002	0.00	0.00	1.00	0.00	1	4457	0
-39	19:17:04	19:17:10	scan	0.45	0.17	80.64	1.24e-001	5.04e-002	291	15	1190.90	209.01	0.00	0.00	1.00	0.00	-480.63	24.19	0.00	0.00	1.00	0.00	2.30e-002	8.29e-003	0.00	0.00	1.00	0.00	1	4453	0
-36	19:17:10	19:17:16	scan	0.47	0.18	83.58	9.23e-002	3.43e-002	291	15	884.21	172.37	0.00	0.00	1.00	0.00	-313.96	19.95	0.00	0.00	1.00	0.00	2.15e-002	6.84e-003	0.00	0.00	1.00	0.00	1	4452	0
-32	19:17:16	19:17:22	scan	0.48	0.18	86.59	7.24e-002	2.55e-002	291	15	582.76	148.70	0.00	0.00	1.00	0.00	-202.77	17.21	0.00	0.00	1.00	0.00	1.73e-002	5.90e-003	0.00	0.00	1.00	0.00	1	4454	0
-28	19:17:22	19:17:27	scan	0.50	0.18	91.11	7.28e-002	2.02e-002	291	15	428.83	132.20	0.00	0.00	1.00	0.00	-102.02	15.30	0.00	0.00	1.00	0.00	1.46e-002	5.25e-003	0.00	0.00	1.00	0.00	1	4456	0
-25	19:17:28	19:17:33	scan	0.51	0.18	93.30	6.20e-002	1.76e-002	291	15	248.01	123.47	0.00	0.00	1.00	0.00	-48.95	14.29	0.00	0.00	1.00	0.00	7.15e-003	4.90e-003	0.00	0.00	1.00	0.00	1	4448	0
-21	19:17:34	19:17:39	scan	0.53	0.19	95.75	5.63e-002	1.34e-002	291	15	200.23	107.69	0.00	0.00	1.00	0.00	-19.19	12.46	0.00	0.00	1.00	0.00	1.10e-002	4.27e-003	0.00	0.00	1.00	0.00	1	4458	0
-18	19:17:40	19:17:45	scan	0.53	0.19	96.02	5.13e-002	1.31e-002	291	15	10.14	106.45	0.00	0.00	1.00	0.00	28.39	12.32	0.00	0.00	1.00	0.00	6.81e-003	4.22e-003	0.00	0.00	1.00	0.00	1	4454	0
-14	19:17:46	19:17:51	scan	0.56	0.20	103.41	6.01e-002	1.45e-002	291	15	-45.78	112.17	0.00	0.00	1.00	0.00	85.63	12.98	0.00	0.00	1.00	0.00	7.68e-003	4.45e-003	0.00	0.00	1.00	0.00	1	4451	0
-10	19:17:52	19:17:57	scan	0.63	0.21	116.72	5.97e-002	1.41e-002	291	15	-79.08	110.46	0.00	0.00	1.00	0.00	144.26	12.78	0.00	0.00	1.00	0.00	3.98e-004	4.38e-003	0.00	0.00	1.00	0.00	1	4452	0
-7	19:17:58	19:18:03	scan	0.70	0.22	132.18	8.30e-002	2.10e-002	291	15	-235.55	134.97	0.00	0.00	1.00	0.00	186.25	15.62	0.00	0.00	1.00	0.00	-2.29e-003	5.36e-003	0.00	0.00	1.00	0.00	1	4447	0
-3	19:18:04	19:18:09	scan	0.75	0.23	143.66	7.91e-002	1.80e-002	291	15	-314.99	125.02	0.00	0.00	1.00	0.00	226.90	14.47	0.00	0.00	1.00	0.00	-7.38e-003	4.96e-003	0.00	0.00	1.00	0.00	1	4448	0
0	19:18:10	19:18:15	scan	0.79	0.23	150.89	6.86e-002	1.90e-002	291	15	-302.54	128.45	0.00	0.00	1.00	0.00	234.93	14.87	0.00	0.00	1.00	0.00	-1.23e-002	5.10e-003	0.00	0.00	1.00	0.00	1	4445	0
3	19:18:16	19:18:21	scan	0.85	0.24	165.06	1.08e-001	2.52e-002	291	15	-449.49	147.91	0.00	0.00	1.00	0.00	288.83	17.12	0.00	0.00	1.00	0.00	-1.33e-002	5.87e-003	0.00	0.00	1.00	0.00	1	4457	0
7	19:18:22	19:18:27	scan	0.93	0.25	180.06	9.71e-002	3.22e-002	291	15	-686.12	167.18	0.00	0.00	1.00	0.00	357.48	19.35	0.00	0.00	1.00	0.00	-2.04e-002	6.63e-003	0.00	0.00	1.00	0.00	1	4457	0
10	19:18:28	19:18:33	scan	1.00	0.26	195.82	9.90e-002	3.02e-002	291	15	-627.69	161.71	0.00	0.00	1.00	0.00	321.09	18.72	0.00	0.00	1.00	0.00	-1.94e-002	6.42e-003	0.00	0.00	1.00	0.00	1	4442	0
14	19:18:34	19:18:39	scan	1.00	0.28	195.79	7.70e-002	1.81e-002	291	15	-323.70	125.16	0.00	0.00	1.00	0.00	209.30	14.49	0.00	0.00	1.00	0.00	-2.24e-002	4.97e-003	0.00	0.00	1.00	0.00	1	4451	0
18	19:18:40	19:18:45	scan	1.00	0.29	195.78	4.43e-002	1.04e-002	291	15	-116.58	95.17	0.00	0.00	1.00	0.00	114.58	11.02	0.00	0.00	1.00	0.00	-2.61e-002	3.78e-003	0.00	0.00	1.00	0.00	1	4452	0
21	19:18:46	19:18:51	scan	1.00	0.32	195.81	4.18e-002	1.08e-002	291	15	201.55	96.89	0.00	0.00	1.00	0.00	-49.34	11.21	0.00	0.00	1.00	0.00	-2.58e-002	3.84e-003	0.00	0.00	1.00	0.00	1	4443	0
25	19:18:52	19:18:57	scan	1.00	0.36	195.78	6.83e-002	2.44e-002	291	15	666.42	145.40	0.00	0.00	1.00	0.00	-278.73	16.83	0.00	0.00	1.00	0.00	-2.90e-002	5.77e-003	0.00	0.00	1.00	0.00	1	4454	0
28	19:18:58	19:19:03	scan	1.00	0.36	195.78	1.14e-001	5.29e-002	291	15	1046.69	214.19	0.00	0.00	1.00	0.00	-483.31	24.79	0.00	0.00	1.00	0.00	-2.30e-002	8.50e-003	0.00	0.00	1.00	0.00	1	4454	0
32	19:19:03	19:19:09	scan	1.00	0.35	195.79	1.26e-001	8.23e-002	291	15	1247.51	267.10	0.00	0.00	1.00	0.00	-614.80	30.91	0.00	0.00	1.00	0.00	-2.26e-002	1.06e-002	0.00	0.00	1.00	0.00	1	4451	0
36	19:19:09	19:19:15	scan	1.00	0.33	195.79	1.40e-001	1.04e-001	291	15	1572.72	299.76	0.00	0.00	1.00	0.00	-724.63	34.69	0.00	0.00	1.00	0.00	-1.67e-002	1.19e-002	0.00	0.00	1.00	0.00	1	4449	0
39	19:19:15	19:19:21	scan	1.00	0.30	195.79	1.43e-001	1.14e-001	291	15	1627.61	314.16	0.00	0.00	1.00	0.00	-770.94	36.36	0.00	0.00	1.00	0.00	-1.72e-002	1.25e-002	0.00	0.00	1.00	0.00	1	4450	0
43	19:19:21	19:19:27	scan	0.98	0.29	191.68	1.51e-001	1.23e-001	291	15	1749.59	326.61	0.00	0.00	1.00	0.00	-819.09	37.80	0.00	0.00	1.00	0.00	-1.56e-002	1.30e-002	0.00	0.00	1.00	0.00	1	4444	0
46	19:19:27	19:19:33	scan	0.90	0.27	174.39	1.62e-001	1.29e-001	291	15	1765.77	334.17	0.00	0.00	1.00	0.00	-831.60	38.68	0.00	0.00	1.00	0.00	-1.30e-002	1.33e-002	0.00	0.00	1.00	0.00	1	4444	0
50	19:19:33	19:19:39	scan	0.81	0.26	156.40	1.60e-001	1.37e-001	291	15	1781.54	345.00	0.00	0.00	1.00	0.00	-850.37	39.93	0.00	0.00	1.00	0.00	-1.05e-002	1.37e-002	0.00	0.00	1.00	0.00	1	4449	0
54	19:19:39	19:19:44	scan	0.74	0.25	140.43	1.58e-001	1.38e-001	291	15	1738.47	345.61	0.00	0.00	1.00	0.00	-841.89	40.00	0.00	0.00	1.00	0.00	-5.98e-003	1.37e-002	0.00	0.00	1.00	0.00	1	4443	0
57	19:19:45	19:19:50	scan	0.68	0.23	127.99	1.63e-001	1.41e-001	291	15	1818.13	349.75	0.00	0.00	1.00	0.00	-882.65	40.48	0.00	0.00	1.00	0.00	-3.42e-003	1.39e-002	0.00	0.00	1.00	0.00	1	4446	0
61	19:19:51	19:19:56	scan	0.63	0.23	117.66	1.58e-001	1.42e-001	291	15	1879.56	350.50	0.00	0.00	1.00	0.00	-878.88	40.57	0.00	0.00	1.00	0.00	7.95e-004	1.39e-002	0.00	0.00	1.00	0.00	1	4444	0
